 # THETA1, THETA2.
 -0.23351949498905678      -0.68395015374769330     
 -0.24024553215312730      -0.66093669008834932     
 -0.24673822879082374      -0.63729367088779931     
 -0.25299140557088329      -0.61304459364467556     
 -0.25899912066371727      -0.58821344732008407     
 -0.26475567451728499      -0.56282468478395842     
 -0.27025561435939643      -0.53690319568302547     
 -0.27549373843094549      -0.51047427978330140     
 -0.28046509995506247      -0.48356362083176840     
 -0.28516501084758084      -0.45619726097348978     
 -0.28958904517453227      -0.42840157575198279     
 -0.29373304236262049      -0.40020324971224697     
 -0.29759311016877721      -0.37162925261752128     
 -0.30116562741497094      -0.34270681628267824     
 -0.30444724649443078      -0.31346341201922290     
 -0.30743489565535542      -0.28392672867921143     
 -0.31012578106801503      -0.25412465127809530     
 -0.31251738868091733      -0.22408524016958614     
 -0.31460748587140674      -0.19383671073917022     
 -0.31639412289570074      -0.16340741357693378     
 -0.31787563414294545      -0.13282581508491992     
 -0.31905063919739918      -0.10212047846937244     
 -0.31991804371233290       -7.1320045063957616E-002
 -0.32047704009867833       -4.0453215926420975E-002
 -0.32072710803086135       -9.5487336481570595E-003
 -0.32066801477164147        2.1364635686136647E-002
 -0.32029981531713858        5.2258120453169271E-002
 -0.31962285236257804        8.3102961425498473E-002
 -0.31863775608862860       0.11387042975129143     
 -0.31734544376755219       0.14453184504450442     
 -0.31574711918773846       0.17505859364939189     
 -0.31384427189456432       0.20542214714137227     
 -0.31163867624491098       0.23559408112371275     
 -0.30913239027209005       0.26554609437626236     
 -0.30632775435738574       0.29525002840858605     
 -0.30322738970391833       0.32467788746535325     
 -0.29983419660807870       0.35380185902674666     
 -0.29615135252338343       0.38259433484100969     
 -0.29218230991125849       0.41102793252008757     
 -0.28793079387298165       0.43907551772267522     
 -0.28340079955680497       0.46671022694191699     
 -0.27859658933414327       0.49390549090755520     
 -0.27352268973865385       0.52063505860455472     
 -0.26818388816205219       0.54687302190219866     
 -0.26258522930060990       0.57259384077941333     
 -0.25673201134646395       0.59777236912371423     
 -0.25062978191813562       0.62238388107272657     
 -0.24428433372500941       0.64640409785880404     
 -0.23770169996095952       0.66980921510891678     
 -0.23088814942283106       0.69257593054377942     
 -0.22385018135008394       0.71468147201221977     
 -0.21659451998258666       0.73610362578912292     
 -0.20912810883430147       0.75682076505800011     
 -0.20145810468142666       0.77681187849240108     
 -0.19359187126445346       0.79605659884408397     
 -0.18553697270454500       0.81453523144015316     
 -0.17730116663565040       0.83222878248632692     
 -0.16889239705481845       0.84911898706918043     
